Column1.facilityId,Column1.facilityName,Column1.zipCode,Column1.prefName,Column1.facilityAddr,Column1.facilityTel,Column1.latitude,Column1.longitude,Column1.submitDate,Column1.facilityType,Column1.ansType,Column1.localGovCode,Column1.cityName,Column1.facilityCode
10101084,ＮＴＴ東日本　札幌病院,〒060-0061,北海道,札幌市中央区南１条西１５丁目２９０番地,0116237520,43.0558289,141.3345961,2021-12-29,入院,通常,011002,札幌市,0110113719
10101085,医療法人社団　心和会　心和病院,〒064-0913,北海道,札幌市中央区南１３条西２０丁目１番６号,0115514184,43.0415928,141.3291742,2021-12-29,入院,通常,011002,札幌市,0110115441
10101086,医療法人　札幌円山整形外科病院,〒060-0007,北海道,札幌市中央区北７条西２７丁目１番３号,0116121133,43.0651002,141.3147676,2021-12-29,入院,設置なし,011002,札幌市,0110114832
10101087,社会医療法人　北海道循環器病院,〒064-8622,北海道,札幌市中央区南２７条西１３丁目１番３０号,0115633911,43.0235737,141.3426306,2021-12-29,入院,通常,011002,札幌市,0110114634
10101088,医療法人社団　恵和会　宮の森病院,〒064-0958,北海道,札幌市中央区宮の森１２３７番地１,0116112211,43.0570788,141.2921438,2021-12-29,入院,制限,011002,札幌市,0110114501
10101089,医療法人　讃生会　宮の森記念病院,〒064-8570,北海道,札幌市中央区宮の森３条７丁目５番２５号,0116416641,43.0622668,141.3027558,2021-12-29,入院,通常,011002,札幌市,0110116514
10101090,札幌循環器病院,〒060-0011,北海道,札幌市中央区北１１条西１４丁目２９－１５,0117475821,43.0725623,141.3334726,2021-12-29,入院,通常,011002,札幌市,0110118643
10101091,医療法人大空　札幌ススキノ病院,〒064-0806,北海道,札幌市中央区南６条西８丁目５番地,0115122000,43.0526174,141.34675,2021-12-29,入院,制限,011002,札幌市,0110611845
10101092,札幌西円山病院,〒064-8557,北海道,札幌市中央区円山西町４丁目７番２５号,0116424121,43.0399619,141.3032136,2021-12-29,入院,通常,011002,札幌市,0110114121
10101093,医療法人社団　銀杏会　川西内科胃腸科病院,〒064-0811,北海道,札幌市中央区南１１条西８丁目２番２５号,0115112060,43.0449471,141.3474136,2021-12-29,入院,通常,011002,札幌市,0110117959
10101094,札幌医科大学附属病院,〒060-8543,北海道,札幌市中央区南１条西１６丁目２９１番地,0116112111,43.0561487,141.3329077,2021-12-29,入院,通常,011002,札幌市,0110119385
10101095,社会医療法人　医仁会　中村記念病院,〒060-8570,北海道,札幌市中央区南１条西１４丁目２９１番地１９０,0112318555,43.0564279,141.3364717,2021-12-29,入院,未回答,011002,札幌市,0110114790
10101096,医療法人社団　札幌外科記念病院,〒064-0923,北海道,札幌市中央区南２３条西１５丁目１番３０号,0115630151,43.0274244,141.3379523,2021-12-29,入院,通常,011002,札幌市,0110116522
10101097,医療法人社団　土田病院,〒064-0921,北海道,札幌市中央区南２１条西９丁目２の１１,0115317013,43.03135,141.347549,2021-12-29,入院,通常,011002,札幌市,0110117207
10101098,医療法人　萬田記念病院,〒060-0062,北海道,札幌市中央区南２条西１丁目１番地,0112314032,43.0587856,141.3567666,2021-12-29,入院,通常,011002,札幌市,0110115813
10101099,札幌南三条病院,〒060-0063,北海道,札幌市中央区南３条西６丁目４番２号,0112333711,43.0558595,141.3494546,2021-12-29,入院,通常,011002,札幌市,0110118460
10101100,医療法人社団　正心会　岡本病院,〒060-0007,北海道,札幌市中央区北７条西２６丁目３番１号,0116112351,43.0656698,141.3159448,2021-12-29,入院,通常,011002,札幌市,0110113982
10101101,ＪＲ札幌病院,〒060-0033,北海道,札幌市中央区北３条東１丁目１番地,0112414971,43.0657468,141.3572347,2021-12-29,入院,通常,011002,札幌市,0110114386
10101102,市立札幌病院,〒060-8604,北海道,札幌市中央区北１１条西１３丁目１番１号,0117262211,43.0710509,141.3341812,2021-12-29,入院,制限,011002,札幌市,0110116381
10101103,医療法人菊郷会　愛育病院,〒064-0804,北海道,札幌市中央区南四条西２５丁目２番１号,0115632211,43.0520731,141.3207185,2021-12-29,入院,未回答,011002,札幌市,0110611266
10101104,時計台記念病院,〒060-0031,北海道,札幌市中央区北１条東１丁目２番３号,0112511221,43.0631004,141.3574658,2021-12-29,入院,通常,011002,札幌市,0110118940
10101105,社会医療法人北海道恵愛会　札幌南一条病院,〒060-0061,北海道,札幌市中央区南１条西１３丁目３１７番地１,0112713711,43.0566004,141.3378246,2021-12-29,入院,未回答,011002,札幌市,0110113685
10101106,ＪＡ北海道厚生連　札幌厚生病院,〒060-0033,北海道,札幌市中央区北３条東８丁目５番地,0112615331,43.0675153,141.3692772,2021-12-29,入院,通常,011002,札幌市,0110116258
10101107,特定医療法人　平成会　平成会病院,〒060-0001,北海道,札幌市中央区北１条西１８丁目１番１,0116310333,43.0588532,141.3294662,2021-12-29,入院,通常,011002,札幌市,0110610714
10101108,医療法人　藻友会　札幌いしやま病院,〒064-0915,北海道,札幌市中央区南１５条西１０丁目４番１号,0115512241,43.0393619,141.3441738,2021-12-29,入院,通常,011002,札幌市,0110118593
10101109,国家公務員共済組合連合会　斗南病院,〒060-0004,北海道,札幌市中央区北４条西７丁目３－８,0112312121,43.0652349,141.3455745,2021-12-29,入院,通常,011002,札幌市,0110611944
10101134,医療法人社団　北札幌病院,〒001-0909,北海道,札幌市北区新琴似９条１丁目１番１号,0117561111,43.1127862,141.3372653,2021-12-29,入院,通常,011002,札幌市,0110215423
10101135,長生会病院,〒001-0025,北海道,札幌市北区北２５条西１６丁目２番１号,0117264835,43.091306,141.3242067,2021-12-29,入院,通常,011002,札幌市,0110215498
10101136,社会医療法人延山会北成病院,〒001-0933,北海道,札幌市北区新川西３条２丁目１０番１号,0117643021,43.1242614,141.2874548,2021-12-29,入院,通常,011002,札幌市,0110213048
10101137,医療法人　麻生整形外科病院,〒001-0908,北海道,札幌市北区新琴似８条２丁目２番５号,0117643311,43.1127824,141.332624,2021-12-29,入院,通常,011002,札幌市,0110214095
10101138,札幌マタニティ・ウィメンズホスピタル,〒001-0013,北海道,札幌市北区北１３条西４丁目２番２３号,0117465505,43.0766639,141.3471925,2021-12-29,入院,通常,011002,札幌市,0110215803
10101139,医療法人社団憲仁会　牧田病院,〒001-0901,北海道,札幌市北区新琴似１条２丁目６番２５号,0117614835,43.1031586,141.3250927,2021-12-29,入院,通常,011002,札幌市,0110213535
10101140,社会医療法人　秀眸会　大塚眼科病院,〒001-0016,北海道,札幌市北区北１６条西４丁目２番１７号,0117475211,43.0801154,141.3458838,2021-12-29,入院,通常,011002,札幌市,0110215415
10101141,医療法人社団　太黒胃腸内科病院,〒001-0011,北海道,札幌市北区北１１条西３丁目１番１５号,0117169161,43.0740754,141.3493335,2021-12-29,入院,通常,011002,札幌市,0110216314
10101142,医療法人社団　荒木病院,〒002-8023,北海道,札幌市北区篠路３条２丁目１番９２号,0117715731,43.1451632,141.3540963,2021-12-29,入院,通常,011002,札幌市,0110217106
10101143,松田整形外科記念病院,〒001-0018,北海道,札幌市北区北１８条西４丁目１－３５,0117463666,43.0820231,141.3458672,2021-12-29,入院,制限,011002,札幌市,0110212891
10101144,社会医療法人　北楡会　開成病院,〒001-0033,北海道,札幌市北区北３３条西６丁目２番３５号,0117572201,43.0999025,141.3386041,2021-12-29,入院,通常,011002,札幌市,0110217734
10101145,医療法人社団　翔嶺館　札幌優翔館病院,〒002-8042,北海道,札幌市北区東茨戸２条２丁目８番２５号,0117729211,43.1648255,141.3580287,2021-12-29,入院,通常,011002,札幌市,0110213329
10101146,北海道大学病院,〒060-8648,北海道,札幌市北区北１４条西５丁目,0117161161,43.0772465,141.3456175,2021-12-29,入院,通常,011002,札幌市,0118010016
10101147,社会医療法人　北腎会　坂泌尿器科病院,〒063-0842,北海道,札幌市西区八軒２条西４丁目１－１,0116887400,43.0994991,141.3267236,2021-12-29,入院,通常,011002,札幌市,0110419330
10101148,北海道医療大学病院,〒002-8072,北海道,札幌市北区あいの里２条５丁目,0117787575,43.1597427,141.3983216,2021-12-29,入院,未回答,011002,札幌市,0110218237
10101149,社会医療法人　康和会　札幌しらかば台篠路病院,〒002-8027,北海道,札幌市北区篠路７条４丁目２番１５号,0117730711,43.1525262,141.3589532,2021-12-29,入院,通常,011002,札幌市,0110219326
10101150,晴生会さっぽろ病院,〒001-0921,北海道,札幌市北区新川１条１丁目１番２３号,0117168155,43.0936236,141.3208956,2021-12-29,入院,通常,011002,札幌市,0110219508
10101151,医療法人社団　札幌百合の会病院,〒002-8081,北海道,札幌市北区百合が原１１丁目１８６番地,0117711501,43.131641,141.3674251,2021-12-29,入院,通常,011002,札幌市,0110214947
10101152,医療法人　新川新道整形外科病院,〒001-0925,北海道,札幌市北区新川５条４丁目２番８号,0117630110,43.1028894,141.3210479,2021-12-29,入院,通常,011002,札幌市,0110213154
10101171,医療法人社団誠心会　札幌ハートクリニック,〒065-0015,北海道,札幌市東区北１５条東１８丁目５番１５号,0117853111,43.0833412,141.3789983,2021-12-29,入院,通常,011002,札幌市,0110216223
10101172,医療法人　徳洲会　札幌東徳洲会病院,〒065-0033,北海道,札幌市東区北３３条東１４丁目３－１,0117221110,43.1035618,141.3659261,2021-12-29,入院,通常,011002,札幌市,0110213873
10101173,医療法人　育愛会　札幌東豊病院,〒065-0017,北海道,札幌市東区北１７条東１５丁目３番１号,0117043911,43.0848893,141.3724018,2021-12-29,入院,通常,011002,札幌市,0110214822
10101174,社会医療法人朋仁会　整形外科北新病院,〒060-0908,北海道,札幌市東区北８条東４丁目１番５号,0117828339,43.0883049,141.3917416,2021-12-29,入院,通常,011002,札幌市,0110711033
10101175,北光記念病院,〒065-0027,北海道,札幌市東区北２７条東８丁目１番６号,0117221133,43.096686,141.3608797,2021-12-29,入院,通常,011002,札幌市,0110216348
10101176,社会医療法人耳鼻咽喉科麻生病院,〒007-0840,北海道,札幌市東区北４０条東１丁目１番７号,0117314133,43.1077409,141.344824,2021-12-29,入院,通常,011002,札幌市,0110215613
10101177,医療法人　彰和会　北海道消化器科病院,〒065-0041,北海道,札幌市東区本町１条１丁目２番１０号,0117841811,43.0805604,141.3790361,2021-12-29,入院,通常,011002,札幌市,0110215779
10101178,札幌心臓血管クリニック,〒007-0849,北海道,札幌市東区北４９条東１６丁目８番１号,0117847847,43.122711,141.3654552,2021-12-29,入院,通常,011002,札幌市,0110219771
10101179,医療法人　札幌麻生脳神経外科病院,〒065-0022,北海道,札幌市東区北２２条東１丁目１番４０号,0117312321,43.0883104,141.3498703,2021-12-29,入院,制限,011002,札幌市,0110219631
10101180,勤医協中央病院,〒007-8505,北海道,札幌市東区東苗穂５条１丁目９番１号,0117829111,43.0914782,141.4030636,2021-12-29,入院,通常,011002,札幌市,0110219789
10101181,医療法人セレス　さっぽろ神経内科病院,〒065-0021,北海道,札幌市東区北２１条東２１丁目２番１号,0117805700,43.0907246,141.3834766,2021-12-29,入院,通常,011002,札幌市,0110710134
10101182,社会医療法人社団愛心館　愛心メモリアル病院,〒065-0027,北海道,札幌市東区北２７条東１丁目１番１５号,0117523535,43.0945158,141.3475086,2021-12-29,入院,通常,011002,札幌市,0110216546
10101183,社会医療法人禎心会　札幌禎心会病院,〒065-0033,北海道,札幌市東区北３３条東１丁目３番１号,0117121131,43.1008646,141.3464574,2021-12-29,入院,通常,011002,札幌市,0110710225
10101184,医療法人社団　豊生会　東苗穂病院,〒007-0803,北海道,札幌市東区東苗穂３条１丁目２番１８号,0117841121,43.0882996,141.3994008,2021-12-29,入院,通常,011002,札幌市,0110216215
10101185,北海道泌尿器科記念病院,〒007-0841,北海道,札幌市東区北４１条東１丁目１番２５号,0117111717,43.1095666,141.344847,2021-12-29,入院,通常,011002,札幌市,0110710159
10101186,医療法人社団　我汝会　さっぽろ病院,〒065-0005,北海道,札幌市東区北５条東１１丁目１６番１号,0117533030,43.0917699,141.350123,2021-12-29,入院,通常,011002,札幌市,0110711058
10101188,札幌東和病院,〒065-0030,北海道,札幌市東区北３０条東１８丁目８番１号,0117841118,43.1009686,141.376851,2021-12-29,入院,通常,011002,札幌市,0110213782
10101189,社会医療法人社団　三草会　クラーク病院,〒065-0042,北海道,札幌市東区本町２条４丁目８番２０号,0117826160,43.0799746,141.3899571,2021-12-29,入院,通常,011002,札幌市,0110215761
10101190,医療法人社団　　札幌道都病院,〒065-0017,北海道,札幌市東区北１７条東１４丁目３番２号,0117311155,43.0847224,141.3718004,2021-12-29,入院,通常,011002,札幌市,0110216116
10101191,医療法人社団　英仁会　札苗病院,〒007-0807,北海道,札幌市東区東苗穂７条２丁目８番２０号,0117833311,43.0947557,141.4127261,2021-12-29,入院,通常,011002,札幌市,0110214350
10101192,天使病院,〒065-8611,北海道,札幌市東区北１２条東３丁目１番１号,0117110101,43.0765107,141.3573439,2021-12-29,入院,制限,011002,札幌市,0110217759
10101214,医療法人社団　豊武会　幌東病院,〒003-0024,北海道,札幌市白石区本郷通７丁目南４番３０号,0118614121,43.0417214,141.4127559,2021-12-29,入院,停止,011002,札幌市,0110319670
10101215,医療法人菊郷会　石橋胃腸病院,〒003-0863,北海道,札幌市白石区川下３条４丁目２番１号,0118725811,43.048805,141.4454525,2021-12-29,入院,通常,011002,札幌市,0110512944
10101216,社会医療法人恵佑会札幌病院,〒003-0026,北海道,札幌市白石区本通９丁目南１番１号,0118632101,43.0421265,141.4172593,2021-12-29,入院,通常,011002,札幌市,0110516218
10101217,社会医療法人　医翔会　札幌白石記念病院,〒003-0026,北海道,札幌市白石区本通８丁目南１番１０号,0118635151,43.0444509,141.4164554,2021-12-29,入院,通常,011002,札幌市,0110513777
10101218,医療法人社団明珠会　札幌白石産科婦人科病院,〒003-0005,北海道,札幌市白石区東札幌５条６丁目６番２８号,0118627211,43.0482533,141.3984069,2021-12-29,入院,通常,011002,札幌市,0110318763
10101219,医療法人社団明日佳　白石明日佳病院,〒003-0005,北海道,札幌市白石区東札幌５条５丁目２番５号,0118235151,43.0508708,141.3947914,2021-12-29,入院,通常,011002,札幌市,0110513611
10101220,独立行政法人国立病院機構　北海道がんセンター,〒003-0804,北海道,札幌市白石区菊水４条２丁目３番５４号,0118119111,43.0583943,141.3751541,2021-12-29,入院,通常,011002,札幌市,0118010024
10101221,社会医療法人社団三樹会病院,〒003-0002,北海道,札幌市白石区東札幌２条３丁目６－１０,0118243131,43.0492051,141.3870115,2021-12-29,入院,通常,011002,札幌市,0110315637
10101222,医療法人菊郷会　札幌センチュリー病院,〒003-0825,北海道,札幌市白石区菊水元町５条３丁目５番１０号,0118711121,43.0686039,141.4073138,2021-12-29,入院,通常,011002,札幌市,0110319373
10101223,社会医療法人　北楡会　札幌北楡病院,〒003-0006,北海道,札幌市白石区東札幌６条６丁目５番１号,0118650111,43.0492349,141.3995501,2021-12-29,入院,通常,011002,札幌市,0110318359
10101224,医療福祉センター札幌あゆみの園,〒003-0859,北海道,札幌市白石区川北２２５４番地１,0118795555,43.0714492,141.438765,2021-12-29,入院,通常,011002,札幌市,0110510278
10101225,医療法人　東札幌病院,〒003-8585,北海道,札幌市白石区東札幌３条３丁目７番３５号,0118122311,43.0504731,141.3878258,2021-12-29,入院,通常,011002,札幌市,0110317286
10101226,医療法人　信佑会　吉田記念病院,〒003-0026,北海道,札幌市白石区本通２丁目南５番１０号,0118642125,43.0506132,141.4064943,2021-12-29,入院,通常,011002,札幌市,0110319019
10101227,社会医療法人　恵佑会第２病院,〒003-0027,北海道,札幌市白石区本通１３丁目北７番１号,0118632111,43.0410505,141.4268225,2021-12-29,入院,通常,011002,札幌市,0110513942
10101228,医療法人　白石中央病院,〒003-0029,北海道,札幌市白石区平和通３丁目北２番３号,0118618171,43.0534588,141.4118329,2021-12-29,入院,通常,011002,札幌市,0110313467
10101229,勤医協札幌病院,〒003-8510,北海道,札幌市白石区菊水４条１丁目９番２２号,0118112246,43.0592883,141.3731387,2021-12-29,入院,通常,011002,札幌市,0110311099
10101231,医療法人杏医会　札幌呼吸器科病院,〒003-0021,北海道,札幌市白石区栄通３丁目３番３５号,0118535311,43.0403048,141.4007892,2021-12-29,入院,制限,011002,札幌市,0110317641
10101242,社会医療法人柏葉会　柏葉脳神経外科病院,〒062-8513,北海道,札幌市豊平区月寒東１条１５丁目７番２０号,0118512333,43.0197573,141.4077092,2021-12-29,入院,通常,011002,札幌市,0110314119
10101243,社会福祉法人ノテ福祉会　日本医療大学病院,〒062-0053,北海道,札幌市豊平区月寒東３条１１丁目１番５５号,0118526777,43.0295953,141.4145633,2021-12-29,入院,通常,011002,札幌市,0110516283
10101244,独立行政法人地域医療機能推進機構　北海道病院,〒062-8618,北海道,札幌市豊平区中の島１条８丁目３番１８号,0118315151,43.0255407,141.3557438,2021-12-29,入院,通常,011002,札幌市,0110310539
10101245,医療法人　小坂病院,〒062-0042,北海道,札幌市豊平区福住２条２丁目９番１号,0118543161,43.0170372,141.4022934,2021-12-29,入院,未回答,011002,札幌市,0110318110
10101246,社会医療法人　康和会　札幌しらかば台病院,〒062-0052,北海道,札幌市豊平区月寒東２条１８丁目７番２６号,0118528866,43.0179572,141.4212296,2021-12-29,入院,通常,011002,札幌市,0110319423
10101247,医療法人社団　北樹会病院,〒062-0025,北海道,札幌市豊平区月寒西５条８丁目４番３２号,0118561111,43.0258605,141.3866445,2021-12-29,入院,通常,011002,札幌市,0110317732
10101248,医療法人　北志会　札幌ライラック病院,〒062-0906,北海道,札幌市豊平区豊平６条８丁目２番１８号,0118128822,43.0466159,141.3723813,2021-12-29,入院,通常,011002,札幌市,0110320009
10101249,社会医療法人　仁陽会　西岡第一病院,〒062-0033,北海道,札幌市豊平区西岡３条６丁目８番１号,0118527171,43.0125831,141.3874515,2021-12-29,入院,未回答,011002,札幌市,0110515863
10101250,医療法人　北海道整形外科記念病院,〒062-0937,北海道,札幌市豊平区平岸７条１３丁目５番２２号,0118127001,43.0247896,141.3819317,2021-12-29,入院,通常,011002,札幌市,0110317021
10101251,社会医療法人　恵和会　西岡病院,〒062-0034,北海道,札幌市豊平区西岡４条４丁目１番５２号,0118538322,43.0162135,141.38859,2021-12-29,入院,通常,011002,札幌市,0110315249
10101252,恵仁会　佐々木内科病院,〒062-0007,北海道,札幌市豊平区美園７条８丁目６番２０号,0118315621,43.0349778,141.3890358,2021-12-29,入院,通常,011002,札幌市,0110512720
10101253,ＫＫＲ札幌医療センター,〒062-0931,北海道,札幌市豊平区平岸１条６丁目３番４０号,0118221811,43.0364218,141.3672334,2021-12-29,入院,通常,011002,札幌市,0110310406
10101254,医療法人社団　札幌朗愛会　札幌朗愛会病院,〒062-0021,北海道,札幌市豊平区月寒西１条１０丁目３番３０号,0118532111,43.0256414,141.397011,2021-12-29,入院,通常,011002,札幌市,0110315256
10101268,社会医療法人　康和会　札幌しらかば台南病院,〒061-2282,北海道,札幌市南区藤野２条１１丁目７番１号,0115962621,42.9615101,141.2791312,2021-12-29,入院,通常,011002,札幌市,0110512639
10101269,自衛隊札幌病院,〒005-0008,北海道,札幌市南区真駒内１７番地,0115813101,43.0077092,141.3604213,2021-12-29,入院,通常,011002,札幌市,0110514676
10101270,医療法人　五輪橋整形外科病院,〒005-0802,北海道,札幌市南区川沿２条１丁目２番５６号,0115712001,42.9989446,141.3382372,2021-12-29,入院,通常,011002,札幌市,0110314986
10101271,社会医療法人　医仁会　中村記念南病院,〒005-8555,北海道,札幌市南区川沿２条２丁目３番１号,0115738555,42.997585,141.3355014,2021-12-29,入院,未回答,011002,札幌市,0110511409
10101272,仁楡会札幌病院,〒062-0922,北海道,札幌市豊平区中の島２条７丁目１番１号,0118149911,43.027591,141.358733,2021-12-29,入院,通常,011002,札幌市,0110516200
10101274,晴生会さっぽろ南病院,〒005-0814,北海道,札幌市南区川沿１４条１丁目５番１号,0115715103,42.9765144,141.3371112,2021-12-29,入院,通常,011002,札幌市,0110515186
10101275,医療法人為久会　札幌共立五輪橋病院,〒005-0802,北海道,札幌市南区川沿２条１丁目２番５４号,0115718221,42.9986121,141.3381751,2021-12-29,入院,通常,011002,札幌市,0110318151
10101276,医療法人大地　札幌真駒内病院,〒005-0013,北海道,札幌市南区真駒内緑町１丁目２番１号,0115832000,42.9943348,141.3490213,2021-12-29,入院,制限,011002,札幌市,0110513496
10101277,医療法人　三和会　札幌南整形外科病院,〒005-0033,北海道,札幌市南区南３３条西１１丁目４番１号,0115812555,43.0139159,141.3457525,2021-12-29,入院,通常,011002,札幌市,0110317005
10101278,定山渓病院,〒061-2303,北海道,札幌市南区定山渓温泉西３丁目７１番地,0115983323,42.9683929,141.1643679,2021-12-29,入院,通常,011002,札幌市,0110314457
10101279,医療法人大空　札幌南病院,〒005-0850,北海道,札幌市南区石山東７丁目１番２８号,0115911200,42.9544023,141.343616,2021-12-29,入院,制限,011002,札幌市,0110513579
10101280,医療法人　愛全病院,〒005-0813,北海道,札幌市南区川沿１３条２丁目１番３８号,0115715670,42.9795991,141.3337945,2021-12-29,入院,通常,011002,札幌市,0110112489
10101292,独立行政法人国立病院機構　北海道医療センター,〒063-0005,北海道,札幌市西区山の手５条７丁目１番１号,0116118111,43.0690165,141.2902257,2021-12-29,入院,制限,011002,札幌市,0118010040
10101293,医療法人社団北裕会　札幌記念病院,〒063-0849,北海道,札幌市西区八軒９条西１０丁目１番１１号,0116182221,43.0980187,141.3047842,2021-12-29,入院,通常,011002,札幌市,0110419140
10101294,医療法人　西さっぽろ病院,〒063-0003,北海道,札幌市西区山の手３条２丁目５番１号,0116116611,43.0719994,141.2981745,2021-12-29,入院,通常,011002,札幌市,0110415270
10101295,医療法人社団　研仁会　北海道脳神経外科記念病院,〒063-0869,北海道,札幌市西区八軒９条東５丁目１ー２０,0117172131,43.0851377,141.3263043,2021-12-29,入院,通常,011002,札幌市,0110418241
10101296,医療法人社団　静和会　平和リハビリテーション病院,〒063-0029,北海道,札幌市西区平和３０６番１,0116621771,43.056127,141.2426598,2021-12-29,入院,通常,011002,札幌市,0110416518
10101297,社会医療法人孝仁会　北海道大野記念病院,〒063-0052,北海道,札幌市西区宮の沢２条１丁目１６番１号,0116650020,43.0874666,141.2732781,2021-12-29,入院,通常,011002,札幌市,0110418753
10101298,勤医協　札幌西区病院,〒063-0061,北海道,札幌市西区西町北１９丁目１番５号,0116635711,43.0868775,141.2768714,2021-12-29,入院,通常,011002,札幌市,0110414083
10101299,医療法人知仁会　八木整形外科病院,〒063-0033,北海道,札幌市西区西野３条５丁目１番３５号,0116633100,43.0769742,141.2779669,2021-12-29,入院,通常,011002,札幌市,0110415247
10101300,医療法人社団明生会　イムス札幌消化器中央総合病院,〒063-0842,北海道,札幌市西区八軒２条西１丁目１－１,0116111391,43.082943,141.3100637,2021-12-29,入院,制限,011002,札幌市,0110412459
10101301,北祐会神経内科病院,〒063-0802,北海道,札幌市西区二十四軒２条２丁目４番３０号,0116311161,43.0744693,141.3141454,2021-12-29,入院,通常,011002,札幌市,0110414190
10101302,社会医療法人　アルデバラン　さっぽろ二十四軒病院,〒063-0802,北海道,札幌市西区二十四軒２条４丁目７番２０号,0116412281,43.0724102,141.3118519,2021-12-29,入院,通常,011002,札幌市,0110418449
10101303,北海道内科リウマチ科病院,〒063-0811,北海道,札幌市西区琴似１条３丁目１番４５号,0116111371,43.0774421,141.3069266,2021-12-29,入院,通常,011002,札幌市,0110416583
10101304,社会医療法人　孝仁会　札幌第一病院,〒063-0034,北海道,札幌市西区二十四軒４条３丁目４番２６号,0116116201,43.0763334,141.3072426,2021-12-29,入院,設置なし,011002,札幌市,0110411121
10101305,医療法人社団明日佳　札幌宮の沢脳神経外科病院,〒063-0062,北海道,札幌市西区西町南２０丁目１番３０号,0116647111,43.0862865,141.2756779,2021-12-29,入院,通常,011002,札幌市,0110415635
10101306,医療法人社団　康仁会　中田泌尿器科病院,〒063-0061,北海道,札幌市西区西町北５丁目１番５号,0116610550,43.0786311,141.2902901,2021-12-29,入院,未回答,011002,札幌市,0110416724
10101307,医療法人社団　静和会　静和記念病院,〒063-0811,北海道,札幌市西区琴似１条５丁目１番１号,0116111111,43.0748388,141.304751,2021-12-29,入院,通常,011002,札幌市,0110415379
10101308,医療法人　耕仁会　札幌太田病院,〒063-0005,北海道,札幌市西区山の手５条５丁目１番１号,0116445111,43.0708755,141.2918723,2021-12-29,入院,通常,011002,札幌市,0110410057
10101309,医療法人　札幌山の上病院,〒063-0006,北海道,札幌市西区山の手６条９丁目１番１号,0116211200,43.0696924,141.2866749,2021-12-29,入院,通常,011002,札幌市,0110415437
10101310,医療法人　聖愛会　発寒中央病院,〒063-0825,北海道,札幌市西区発寒５条６丁目１０番１号,0116612111,43.0881371,141.2872619,2021-12-29,入院,通常,011002,札幌市,0110413325
10101311,医療法人社団　静和会　平和病院,〒063-0022,北海道,札幌市西区平和２条１１丁目２番１号,0116622525,43.0569928,141.2437997,2021-12-29,入院,通常,011002,札幌市,0110415387
10101312,医療法人社団　深仁会　ふかざわ病院,〒063-0802,北海道,札幌市西区二十四軒２条４丁目６番８号,0116111181,43.0714628,141.3119953,2021-12-29,入院,通常,011002,札幌市,0110416005
10101327,医療法人中山会　新札幌パウロ病院,〒004-0002,北海道,札幌市厚別区厚別東２条６丁目４番１号,0118974111,43.0464858,141.4896353,2021-12-29,入院,未回答,011002,札幌市,0110510476
10101328,医療法人社団　悠仁会　羊ヶ丘病院,〒004-0021,北海道,札幌市厚別区青葉町３丁目１番１０号,0113512211,43.035243,141.4751406,2021-12-29,入院,通常,011002,札幌市,0110513934
10101329,記念塔病院,〒004-0004,北海道,札幌市厚別区厚別東４条３丁目３－６,0118981521,43.0482406,141.4818198,2021-12-29,入院,制限,011002,札幌市,0110511888
